2017-12-12-18-5-17    UserID [26]    Transaction Complete 
2017-12-12-18-5-17    UserID [37]    Transaction Complete 
2017-12-12-18-5-17    UserID [18]    Transaction Complete 
2017-12-12-18-5-17    UserID [39]    Transaction Complete 
2017-12-12-18-5-17    UserID [45]    Transaction Complete 
2017-12-12-18-5-17    UserID [38]    Transaction Complete 
2017-12-12-18-5-17    UserID [3]    Transaction Complete 
2017-12-12-18-5-17    UserID [28]    Transaction Complete 
2017-12-12-18-5-17    UserID [42]    Transaction Complete 
2017-12-12-18-5-17    UserID [0]    Transaction Complete 
2017-12-12-18-5-17    UserID [32]    Transaction Complete 
2017-12-12-18-5-17    UserID [15]    Transaction Complete 
2017-12-12-18-5-17    UserID [40]    Transaction Complete 
2017-12-12-18-5-17    UserID [30]    Transaction Complete 
2017-12-12-18-5-17    UserID [5]    Transaction Complete 
2017-12-12-18-5-17    UserID [22]    Transaction Complete 
2017-12-12-18-5-17    UserID [16]    Transaction Complete 
2017-12-12-18-5-17    UserID [10]    Transaction Complete 
2017-12-12-18-5-17    UserID [4]    Transaction Complete 
2017-12-12-18-5-17    UserID [24]    Transaction Complete 
2017-12-12-18-5-17    UserID [36]    Transaction Complete 
2017-12-12-18-5-17    UserID [44]    Transaction Complete 
2017-12-12-18-5-17    UserID [25]    Transaction Complete 
2017-12-12-18-5-17    UserID [19]    Transaction Complete 
2017-12-12-18-5-17    UserID [23]    Transaction Complete 
2017-12-12-18-5-17    UserID [12]    Transaction Complete 
2017-12-12-18-5-17    UserID [17]    Transaction Complete 
2017-12-12-18-5-17    UserID [29]    Transaction Complete 
2017-12-12-18-5-17    UserID [34]    Transaction Complete 
2017-12-12-18-5-17    UserID [9]    Transaction Complete 
2017-12-12-18-5-17    UserID [14]    Transaction Complete 
2017-12-12-18-5-17    UserID [33]    Transaction Complete 
2017-12-12-18-5-17    UserID [27]    Transaction Complete 
2017-12-12-18-5-17    UserID [21]    Transaction Complete 
2017-12-12-18-5-18    UserID [43]    Transaction Complete 
2017-12-12-18-5-18    UserID [38]    Transaction Complete 
2017-12-12-18-5-18    UserID [1]    Transaction Complete 
2017-12-12-18-5-18    UserID [26]    Transaction Complete 
2017-12-12-18-5-18    UserID [18]    Transaction Complete 
2017-12-12-18-5-18    UserID [2]    Transaction Complete 
2017-12-12-18-5-18    UserID [39]    Transaction Complete 
2017-12-12-18-5-18    UserID [35]    Transaction Complete 
2017-12-12-18-5-18    UserID [11]    Transaction Complete 
2017-12-12-18-5-18    UserID [13]    Transaction Complete 
2017-12-12-18-5-18    UserID [7]    Transaction Complete 
2017-12-12-18-5-18    UserID [3]    Transaction Complete 
2017-12-12-18-5-18    UserID [20]    Transaction Complete 
2017-12-12-18-5-18    UserID [37]    Transaction Complete 
2017-12-12-18-5-18    UserID [31]    Transaction Complete 
2017-12-12-18-5-18    UserID [41]    Transaction Complete 
2017-12-12-18-5-18    UserID [28]    Transaction Complete 
2017-12-12-18-5-18    UserID [32]    Transaction Complete 
2017-12-12-18-5-18    UserID [5]    Transaction Complete 
2017-12-12-18-5-18    UserID [40]    Transaction Complete 
2017-12-12-18-5-18    UserID [22]    Transaction Complete 
2017-12-12-18-5-18    UserID [6]    Transaction Complete 
2017-12-12-18-5-18    UserID [30]    Transaction Complete 
2017-12-12-18-5-18    UserID [29]    Transaction Complete 
2017-12-12-18-5-18    UserID [0]    Transaction Complete 
2017-12-12-18-5-18    UserID [8]    Transaction Complete 
2017-12-12-18-5-18    UserID [10]    Transaction Complete 
2017-12-12-18-5-18    UserID [17]    Transaction Complete 
2017-12-12-18-5-18    UserID [36]    Transaction Complete 
2017-12-12-18-5-18    UserID [24]    Transaction Complete 
2017-12-12-18-5-18    UserID [45]    Transaction Complete 
2017-12-12-18-5-18    UserID [16]    Transaction Complete 
2017-12-12-18-5-18    UserID [23]    Transaction Complete 
2017-12-12-18-5-18    UserID [12]    Transaction Complete 
2017-12-12-18-5-18    UserID [42]    Transaction Complete 
2017-12-12-18-5-18    UserID [44]    Transaction Complete 
2017-12-12-18-5-18    UserID [4]    Transaction Complete 
2017-12-12-18-5-18    UserID [13]    Transaction Complete 
2017-12-12-18-5-18    UserID [38]    Transaction Complete 
2017-12-12-18-5-18    UserID [43]    Transaction Complete 
2017-12-12-18-5-18    UserID [3]    Transaction Complete 
2017-12-12-18-5-18    UserID [2]    Transaction Complete 
2017-12-12-18-5-18    UserID [21]    Transaction Complete 
2017-12-12-18-5-18    UserID [33]    Transaction Complete 
2017-12-12-18-5-19    UserID [34]    Transaction Complete 
2017-12-12-18-5-19    UserID [35]    Transaction Complete 
2017-12-12-18-5-19    UserID [11]    Transaction Complete 
2017-12-12-18-5-19    UserID [1]    Transaction Complete 
2017-12-12-18-5-19    UserID [31]    Transaction Complete 
2017-12-12-18-5-19    UserID [9]    Transaction Complete 
2017-12-12-18-5-19    UserID [15]    Transaction Complete 
2017-12-12-18-5-19    UserID [28]    Transaction Complete 
2017-12-12-18-5-19    UserID [5]    Transaction Complete 
2017-12-12-18-5-19    UserID [20]    Transaction Complete 
2017-12-12-18-5-19    UserID [27]    Transaction Complete 
2017-12-12-18-5-19    UserID [37]    Transaction Complete 
2017-12-12-18-5-19    UserID [7]    Transaction Complete 
2017-12-12-18-5-19    UserID [26]    Transaction Complete 
2017-12-12-18-5-19    UserID [22]    Transaction Complete 
2017-12-12-18-5-19    UserID [14]    Transaction Complete 
2017-12-12-18-5-19    UserID [18]    Transaction Complete 
2017-12-12-18-5-19    UserID [19]    Transaction Complete 
2017-12-12-18-5-19    UserID [39]    Transaction Complete 
2017-12-12-18-5-19    UserID [25]    Transaction Complete 
2017-12-12-18-5-19    UserID [32]    Transaction Complete 
2017-12-12-18-5-19    UserID [6]    Transaction Complete 
2017-12-12-18-5-19    UserID [30]    Transaction Complete 
2017-12-12-18-5-19    UserID [24]    Transaction Complete 
2017-12-12-18-5-19    UserID [40]    Transaction Complete 
2017-12-12-18-5-19    UserID [41]    Transaction Complete 
2017-12-12-18-5-19    UserID [8]    Transaction Complete 
2017-12-12-18-5-19    UserID [17]    Transaction Complete 
2017-12-12-18-5-19    UserID [29]    Transaction Complete 
2017-12-12-18-5-19    UserID [44]    Transaction Complete 
2017-12-12-18-5-19    UserID [10]    Transaction Complete 
2017-12-12-18-5-19    UserID [12]    Transaction Complete 
2017-12-12-18-5-19    UserID [38]    Transaction Complete 
2017-12-12-18-5-19    UserID [42]    Transaction Complete 
2017-12-12-18-5-19    UserID [45]    Transaction Complete 
2017-12-12-18-5-19    UserID [3]    Transaction Complete 
2017-12-12-18-5-19    UserID [32]    Transaction Complete 
2017-12-12-18-5-19    UserID [0]    Transaction Complete 
2017-12-12-18-5-19    UserID [36]    Transaction Complete 
2017-12-12-18-5-19    UserID [13]    Transaction Complete 
2017-12-12-18-5-19    UserID [5]    Transaction Complete 
2017-12-12-18-5-19    UserID [4]    Transaction Complete 
2017-12-12-18-5-19    UserID [31]    Transaction Complete 
2017-12-12-18-5-19    UserID [2]    Transaction Complete 
2017-12-12-18-5-19    UserID [14]    Transaction Complete 
2017-12-12-18-5-19    UserID [21]    Transaction Complete 
2017-12-12-18-5-19    UserID [33]    Transaction Complete 
2017-12-12-18-5-19    UserID [22]    Transaction Complete 
2017-12-12-18-5-19    UserID [28]    Transaction Complete 
2017-12-12-18-5-19    UserID [15]    Transaction Complete 
2017-12-12-18-5-19    UserID [1]    Transaction Complete 
2017-12-12-18-5-19    UserID [11]    Transaction Complete 
2017-12-12-18-5-19    UserID [43]    Transaction Complete 
2017-12-12-18-5-19    UserID [26]    Transaction Complete 
2017-12-12-18-5-19    UserID [18]    Transaction Complete 
2017-12-12-18-5-19    UserID [7]    Transaction Complete 
2017-12-12-18-5-20    UserID [23]    Transaction Complete 
2017-12-12-18-5-20    UserID [34]    Transaction Complete 
2017-12-12-18-5-20    UserID [19]    Transaction Complete 
2017-12-12-18-5-20    UserID [16]    Transaction Complete 
2017-12-12-18-5-20    UserID [37]    Transaction Complete 
2017-12-12-18-5-20    UserID [35]    Transaction Complete 
2017-12-12-18-5-20    UserID [27]    Transaction Complete 
2017-12-12-18-5-20    UserID [9]    Transaction Complete 
2017-12-12-18-5-20    UserID [20]    Transaction Complete 
2017-12-12-18-5-20    UserID [44]    Transaction Complete 
2017-12-12-18-5-20    UserID [30]    Transaction Complete 
2017-12-12-18-5-20    UserID [24]    Transaction Complete 
2017-12-12-18-5-20    UserID [25]    Transaction Complete 
2017-12-12-18-5-20    UserID [39]    Transaction Complete 
2017-12-12-18-5-20    UserID [41]    Transaction Complete 
2017-12-12-18-5-20    UserID [43]    Transaction Complete 
2017-12-12-18-5-20    UserID [5]    Transaction Complete 
2017-12-12-18-5-20    UserID [6]    Transaction Complete 
2017-12-12-18-5-20    UserID [45]    Transaction Complete 
2017-12-12-18-5-20    UserID [10]    Transaction Complete 
2017-12-12-18-5-20    UserID [13]    Transaction Complete 
2017-12-12-18-5-20    UserID [17]    Transaction Complete 
2017-12-12-18-5-20    UserID [8]    Transaction Complete 
2017-12-12-18-5-20    UserID [21]    Transaction Complete 
2017-12-12-18-5-20    UserID [36]    Transaction Complete 
2017-12-12-18-5-20    UserID [0]    Transaction Complete 
2017-12-12-18-5-20    UserID [40]    Transaction Complete 
2017-12-12-18-5-20    UserID [7]    Transaction Complete 
2017-12-12-18-5-20    UserID [42]    Transaction Complete 
2017-12-12-18-5-20    UserID [4]    Transaction Complete 
2017-12-12-18-5-20    UserID [3]    Transaction Complete 
2017-12-12-18-5-20    UserID [28]    Transaction Complete 
2017-12-12-18-5-20    UserID [31]    Transaction Complete 
2017-12-12-18-5-20    UserID [29]    Transaction Complete 
2017-12-12-18-5-20    UserID [12]    Transaction Complete 
2017-12-12-18-5-20    UserID [44]    Transaction Complete 
2017-12-12-18-5-20    UserID [15]    Transaction Complete 
2017-12-12-18-5-20    UserID [16]    Transaction Complete 
2017-12-12-18-5-20    UserID [33]    Transaction Complete 
2017-12-12-18-5-20    UserID [37]    Transaction Complete 
2017-12-12-18-5-20    UserID [18]    Transaction Complete 
2017-12-12-18-5-20    UserID [34]    Transaction Complete 
2017-12-12-18-5-20    UserID [24]    Transaction Complete 
2017-12-12-18-5-20    UserID [38]    Transaction Complete 
2017-12-12-18-5-20    UserID [32]    Transaction Complete 
2017-12-12-18-5-20    UserID [19]    Transaction Complete 
2017-12-12-18-5-20    UserID [23]    Transaction Complete 
2017-12-12-18-5-20    UserID [14]    Transaction Complete 
2017-12-12-18-5-20    UserID [26]    Transaction Complete 
2017-12-12-18-5-21    UserID [11]    Transaction Complete 
2017-12-12-18-5-21    UserID [9]    Transaction Complete 
2017-12-12-18-5-21    UserID [20]    Transaction Complete 
2017-12-12-18-5-21    UserID [22]    Transaction Complete 
2017-12-12-18-5-21    UserID [1]    Transaction Complete 
2017-12-12-18-5-21    UserID [27]    Transaction Complete 
2017-12-12-18-5-21    UserID [39]    Transaction Complete 
2017-12-12-18-5-21    UserID [30]    Transaction Complete 
2017-12-12-18-5-21    UserID [8]    Transaction Complete 
2017-12-12-18-5-21    UserID [12]    Transaction Complete 
2017-12-12-18-5-21    UserID [41]    Transaction Complete 
2017-12-12-18-5-21    UserID [43]    Transaction Complete 
2017-12-12-18-5-21    UserID [35]    Transaction Complete 
2017-12-12-18-5-21    UserID [17]    Transaction Complete 
2017-12-12-18-5-21    UserID [7]    Transaction Complete 
2017-12-12-18-5-21    UserID [5]    Transaction Complete 
2017-12-12-18-5-21    UserID [36]    Transaction Complete 
2017-12-12-18-5-21    UserID [3]    Transaction Complete 
2017-12-12-18-5-21    UserID [4]    Transaction Complete 
2017-12-12-18-5-21    UserID [2]    Transaction Complete 
2017-12-12-18-5-21    UserID [6]    Transaction Complete 
2017-12-12-18-5-21    UserID [16]    Transaction Complete 
2017-12-12-18-5-21    UserID [45]    Transaction Complete 
2017-12-12-18-5-21    UserID [44]    Transaction Complete 
2017-12-12-18-5-21    UserID [25]    Transaction Complete 
2017-12-12-18-5-21    UserID [40]    Transaction Complete 
2017-12-12-18-5-21    UserID [21]    Transaction Complete 
2017-12-12-18-5-21    UserID [26]    Transaction Complete 
2017-12-12-18-5-21    UserID [38]    Transaction Complete 
2017-12-12-18-5-21    UserID [31]    Transaction Complete 
2017-12-12-18-5-21    UserID [11]    Transaction Complete 
2017-12-12-18-5-21    UserID [13]    Transaction Complete 
2017-12-12-18-5-21    UserID [33]    Transaction Complete 
2017-12-12-18-5-21    UserID [28]    Transaction Complete 
2017-12-12-18-5-21    UserID [10]    Transaction Complete 
2017-12-12-18-5-21    UserID [1]    Transaction Complete 
2017-12-12-18-5-21    UserID [32]    Transaction Complete 
2017-12-12-18-5-21    UserID [23]    Transaction Complete 
2017-12-12-18-5-21    UserID [19]    Transaction Complete 
2017-12-12-18-5-21    UserID [34]    Transaction Complete 
2017-12-12-18-5-21    UserID [42]    Transaction Complete 
2017-12-12-18-5-21    UserID [15]    Transaction Complete 
2017-12-12-18-5-21    UserID [37]    Transaction Complete 
2017-12-12-18-5-21    UserID [14]    Transaction Complete 
2017-12-12-18-5-21    UserID [12]    Transaction Complete 
2017-12-12-18-5-22    UserID [27]    Transaction Complete 
2017-12-12-18-5-22    UserID [5]    Transaction Complete 
2017-12-12-18-5-22    UserID [29]    Transaction Complete 
2017-12-12-18-5-22    UserID [0]    Transaction Complete 
2017-12-12-18-5-22    UserID [9]    Transaction Complete 
2017-12-12-18-5-22    UserID [35]    Transaction Complete 
2017-12-12-18-5-22    UserID [30]    Transaction Complete 
2017-12-12-18-5-22    UserID [18]    Transaction Complete 
2017-12-12-18-5-22    UserID [24]    Transaction Complete 
2017-12-12-18-5-22    UserID [8]    Transaction Complete 
2017-12-12-18-5-22    UserID [41]    Transaction Complete 
2017-12-12-18-5-22    UserID [20]    Transaction Complete 
2017-12-12-18-5-22    UserID [7]    Transaction Complete 
2017-12-12-18-5-22    UserID [16]    Transaction Complete 
2017-12-12-18-5-22    UserID [39]    Transaction Complete 
2017-12-12-18-5-22    UserID [36]    Transaction Complete 
2017-12-12-18-5-22    UserID [2]    Transaction Complete 
2017-12-12-18-5-22    UserID [3]    Transaction Complete 
2017-12-12-18-5-22    UserID [44]    Transaction Complete 
2017-12-12-18-5-22    UserID [4]    Transaction Complete 
2017-12-12-18-5-22    UserID [38]    Transaction Complete 
2017-12-12-18-5-22    UserID [6]    Transaction Complete 
2017-12-12-18-5-22    UserID [25]    Transaction Complete 
2017-12-12-18-5-22    UserID [17]    Transaction Complete 
2017-12-12-18-5-22    UserID [40]    Transaction Complete 
2017-12-12-18-5-22    UserID [43]    Transaction Complete 
2017-12-12-18-5-22    UserID [22]    Transaction Complete 
2017-12-12-18-5-22    UserID [11]    Transaction Complete 
2017-12-12-18-5-22    UserID [45]    Transaction Complete 
2017-12-12-18-5-22    UserID [14]    Transaction Complete 
2017-12-12-18-5-22    UserID [1]    Transaction Complete 
2017-12-12-18-5-22    UserID [33]    Transaction Complete 
2017-12-12-18-5-22    UserID [37]    Transaction Complete 
2017-12-12-18-5-22    UserID [26]    Transaction Complete 
2017-12-12-18-5-22    UserID [28]    Transaction Complete 
2017-12-12-18-5-22    UserID [12]    Transaction Complete 
2017-12-12-18-5-22    UserID [19]    Transaction Complete 
2017-12-12-18-5-22    UserID [31]    Transaction Complete 
2017-12-12-18-5-22    UserID [27]    Transaction Complete 
2017-12-12-18-5-22    UserID [42]    Transaction Complete 
2017-12-12-18-5-22    UserID [10]    Transaction Complete 
2017-12-12-18-5-22    UserID [5]    Transaction Complete 
2017-12-12-18-5-22    UserID [9]    Transaction Complete 
2017-12-12-18-5-22    UserID [16]    Transaction Complete 
2017-12-12-18-5-22    UserID [29]    Transaction Complete 
2017-12-12-18-5-22    UserID [13]    Transaction Complete 
2017-12-12-18-5-22    UserID [34]    Transaction Complete 
2017-12-12-18-5-23    UserID [41]    Transaction Complete 
2017-12-12-18-5-23    UserID [3]    Transaction Complete 
2017-12-12-18-5-23    UserID [39]    Transaction Complete 
2017-12-12-18-5-23    UserID [21]    Transaction Complete 
2017-12-12-18-5-23    UserID [23]    Transaction Complete 
2017-12-12-18-5-23    UserID [2]    Transaction Complete 
2017-12-12-18-5-23    UserID [30]    Transaction Complete 
2017-12-12-18-5-23    UserID [32]    Transaction Complete 
2017-12-12-18-5-23    UserID [36]    Transaction Complete 
2017-12-12-18-5-23    UserID [15]    Transaction Complete 
2017-12-12-18-5-23    UserID [33]    Transaction Complete 
2017-12-12-18-5-23    UserID [44]    Transaction Complete 
2017-12-12-18-5-23    UserID [43]    Transaction Complete 
2017-12-12-18-5-23    UserID [0]    Transaction Complete 
2017-12-12-18-5-23    UserID [20]    Transaction Complete 
2017-12-12-18-5-23    UserID [6]    Transaction Complete 
2017-12-12-18-5-23    UserID [4]    Transaction Complete 
2017-12-12-18-5-23    UserID [38]    Transaction Complete 
2017-12-12-18-5-23    UserID [24]    Transaction Complete 
2017-12-12-18-5-23    UserID [1]    Transaction Complete 
2017-12-12-18-5-23    UserID [28]    Transaction Complete 
2017-12-12-18-5-23    UserID [37]    Transaction Complete 
2017-12-12-18-5-23    UserID [22]    Transaction Complete 
2017-12-12-18-5-23    UserID [45]    Transaction Complete 
2017-12-12-18-5-23    UserID [11]    Transaction Complete 
2017-12-12-18-5-23    UserID [17]    Transaction Complete 
2017-12-12-18-5-23    UserID [10]    Transaction Complete 
2017-12-12-18-5-23    UserID [27]    Transaction Complete 
2017-12-12-18-5-23    UserID [29]    Transaction Complete 
2017-12-12-18-5-23    UserID [31]    Transaction Complete 
2017-12-12-18-5-23    UserID [7]    Transaction Complete 
2017-12-12-18-5-23    UserID [8]    Transaction Complete 
2017-12-12-18-5-23    UserID [18]    Transaction Complete 
2017-12-12-18-5-23    UserID [35]    Transaction Complete 
2017-12-12-18-5-23    UserID [3]    Transaction Complete 
2017-12-12-18-5-23    UserID [12]    Transaction Complete 
2017-12-12-18-5-23    UserID [25]    Transaction Complete 
2017-12-12-18-5-23    UserID [40]    Transaction Complete 
2017-12-12-18-5-23    UserID [13]    Transaction Complete 
2017-12-12-18-5-23    UserID [0]    Transaction Complete 
2017-12-12-18-5-23    UserID [14]    Transaction Complete 
2017-12-12-18-5-23    UserID [19]    Transaction Complete 
2017-12-12-18-5-23    UserID [24]    Transaction Complete 
2017-12-12-18-5-23    UserID [42]    Transaction Complete 
2017-12-12-18-5-23    UserID [41]    Transaction Complete 
2017-12-12-18-5-23    UserID [15]    Transaction Complete 
2017-12-12-18-5-23    UserID [23]    Transaction Complete 
2017-12-12-18-5-23    UserID [2]    Transaction Complete 
2017-12-12-18-5-23    UserID [9]    Transaction Complete 
2017-12-12-18-5-23    UserID [21]    Transaction Complete 
2017-12-12-18-5-23    UserID [30]    Transaction Complete 
2017-12-12-18-5-23    UserID [39]    Transaction Complete 
2017-12-12-18-5-23    UserID [36]    Transaction Complete 
2017-12-12-18-5-23    UserID [34]    Transaction Complete 
2017-12-12-18-5-23    UserID [26]    Transaction Complete 
2017-12-12-18-5-23    UserID [6]    Transaction Complete 
2017-12-12-18-5-24    UserID [17]    Transaction Complete 
2017-12-12-18-5-24    UserID [45]    Transaction Complete 
2017-12-12-18-5-24    UserID [11]    Transaction Complete 
2017-12-12-18-5-24    UserID [27]    Transaction Complete 
2017-12-12-18-5-24    UserID [22]    Transaction Complete 
2017-12-12-18-5-24    UserID [5]    Transaction Complete 
2017-12-12-18-5-24    UserID [43]    Transaction Complete 
2017-12-12-18-5-24    UserID [44]    Transaction Complete 
2017-12-12-18-5-24    UserID [29]    Transaction Complete 
2017-12-12-18-5-24    UserID [10]    Transaction Complete 
2017-12-12-18-5-24    UserID [33]    Transaction Complete 
2017-12-12-18-5-24    UserID [35]    Transaction Complete 
2017-12-12-18-5-24    UserID [18]    Transaction Complete 
2017-12-12-18-5-24    UserID [38]    Transaction Complete 
2017-12-12-18-5-24    UserID [12]    Transaction Complete 
2017-12-12-18-5-24    UserID [0]    Transaction Complete 
2017-12-12-18-5-24    UserID [20]    Transaction Complete 
2017-12-12-18-5-24    UserID [31]    Transaction Complete 
2017-12-12-18-5-24    UserID [25]    Transaction Complete 
2017-12-12-18-5-24    UserID [16]    Transaction Complete 
2017-12-12-18-5-24    UserID [1]    Transaction Complete 
2017-12-12-18-5-24    UserID [4]    Transaction Complete 
2017-12-12-18-5-24    UserID [14]    Transaction Complete 
2017-12-12-18-5-24    UserID [40]    Transaction Complete 
2017-12-12-18-5-24    UserID [15]    Transaction Complete 
2017-12-12-18-5-24    UserID [32]    Transaction Complete 
2017-12-12-18-5-24    UserID [19]    Transaction Complete 
2017-12-12-18-5-24    UserID [7]    Transaction Complete 
2017-12-12-18-5-24    UserID [37]    Transaction Complete 
2017-12-12-18-5-24    UserID [13]    Transaction Complete 
2017-12-12-18-5-24    UserID [28]    Transaction Complete 
2017-12-12-18-5-24    UserID [42]    Transaction Complete 
2017-12-12-18-5-24    UserID [45]    Transaction Complete 
2017-12-12-18-5-24    UserID [2]    Transaction Complete 
2017-12-12-18-5-24    UserID [30]    Transaction Complete 
2017-12-12-18-5-24    UserID [5]    Transaction Complete 
2017-12-12-18-5-24    UserID [41]    Transaction Complete 
2017-12-12-18-5-24    UserID [24]    Transaction Complete 
2017-12-12-18-5-24    UserID [3]    Transaction Complete 
2017-12-12-18-5-24    UserID [9]    Transaction Complete 
2017-12-12-18-5-24    UserID [34]    Transaction Complete 
2017-12-12-18-5-24    UserID [6]    Transaction Complete 
2017-12-12-18-5-24    UserID [36]    Transaction Complete 
2017-12-12-18-5-24    UserID [8]    Transaction Complete 
2017-12-12-18-5-24    UserID [27]    Transaction Complete 
2017-12-12-18-5-24    UserID [21]    Transaction Complete 
2017-12-12-18-5-24    UserID [39]    Transaction Complete 
2017-12-12-18-5-24    UserID [35]    Transaction Complete 
2017-12-12-18-5-24    UserID [23]    Transaction Complete 
2017-12-12-18-5-25    UserID [31]    Transaction Complete 
2017-12-12-18-5-25    UserID [29]    Transaction Complete 
2017-12-12-18-5-25    UserID [44]    Transaction Complete 
2017-12-12-18-5-25    UserID [11]    Transaction Complete 
2017-12-12-18-5-25    UserID [26]    Transaction Complete 
2017-12-12-18-5-25    UserID [22]    Transaction Complete 
2017-12-12-18-5-25    UserID [18]    Transaction Complete 
2017-12-12-18-5-25    UserID [1]    Transaction Complete 
2017-12-12-18-5-25    UserID [4]    Transaction Complete 
2017-12-12-18-5-25    UserID [33]    Transaction Complete 
2017-12-12-18-5-25    UserID [16]    Transaction Complete 
2017-12-12-18-5-25    UserID [17]    Transaction Complete 
2017-12-12-18-5-25    UserID [15]    Transaction Complete 
2017-12-12-18-5-25    UserID [40]    Transaction Complete 
2017-12-12-18-5-25    UserID [12]    Transaction Complete 
2017-12-12-18-5-25    UserID [25]    Transaction Complete 
